,time,size,direction
0,0.0,65.0,1.0
1,0.0012664794921875,176.0,1.0
2,0.006499528884887695,1500.0,1.0
3,0.008421897888183594,1500.0,1.0
4,0.008471488952636719,1500.0,1.0
5,0.008489847183227539,312.0,1.0
6,0.028809547424316406,113.0,-1.0
7,0.029289722442626953,40.0,-1.0
8,0.03541898727416992,60.0,1.0
9,0.040354013442993164,40.0,-1.0
10,0.04904603958129883,40.0,-1.0
11,0.06773781776428223,1500.0,1.0
12,0.06902885437011719,1500.0,1.0
13,0.0693519115447998,1500.0,1.0
14,0.07092142105102539,1500.0,1.0
15,0.07094240188598633,635.0,1.0
16,0.07360386848449707,52.0,-1.0
17,0.07548117637634277,40.0,1.0
18,0.07892656326293945,298.0,1.0
19,0.10641360282897949,40.0,-1.0
20,0.10641670227050781,40.0,-1.0
21,0.11214232444763184,40.0,-1.0
22,0.11354446411132812,1500.0,1.0
23,0.11499643325805664,40.0,-1.0
24,0.11536026000976562,1500.0,1.0
25,0.11538362503051758,1500.0,1.0
26,0.11539959907531738,1378.0,1.0
27,0.11858296394348145,40.0,-1.0
28,0.11858534812927246,177.0,-1.0
29,0.12051177024841309,40.0,1.0
30,0.1255478858947754,91.0,1.0
31,0.1280348300933838,158.0,1.0
32,0.14105701446533203,158.0,1.0
33,0.14981317520141602,40.0,-1.0
34,0.15514254570007324,40.0,-1.0
35,0.15514373779296875,40.0,-1.0
36,0.15541863441467285,158.0,1.0
37,0.16472220420837402,40.0,-1.0
38,0.17572855949401855,40.0,-1.0
39,0.1874828338623047,131.0,-1.0
40,0.1874852180480957,78.0,-1.0
41,0.18930363655090332,158.0,1.0
42,0.20384979248046875,158.0,1.0
43,0.21331381797790527,40.0,-1.0
44,0.21489429473876953,749.0,1.0
45,0.22445106506347656,40.0,-1.0
46,0.22481346130371094,158.0,1.0
47,0.23858261108398438,158.0,1.0
48,0.25332164764404297,40.0,-1.0
49,0.2617831230163574,403.0,-1.0
50,0.26375675201416016,71.0,1.0
51,0.2639491558074951,40.0,1.0
52,0.2668039798736572,158.0,1.0
53,0.267348051071167,40.0,-1.0
54,0.28797435760498047,158.0,1.0
55,0.3019578456878662,158.0,1.0
56,0.30290746688842773,40.0,-1.0
57,0.3042171001434326,40.0,-1.0
58,0.30428504943847656,40.0,1.0
59,0.3154335021972656,158.0,1.0
60,0.33791494369506836,40.0,-1.0
61,0.35084986686706543,158.0,1.0
62,0.3650639057159424,158.0,1.0
63,0.37875843048095703,158.0,1.0
64,0.3893754482269287,40.0,-1.0
65,0.3999814987182617,158.0,1.0
66,0.41932201385498047,40.0,-1.0
67,0.4276554584503174,158.0,1.0
68,0.4488403797149658,158.0,1.0
69,0.46282005310058594,40.0,-1.0
70,0.46317267417907715,158.0,1.0
71,0.47585082054138184,158.0,1.0
72,0.49945616722106934,40.0,-1.0
73,0.503058671951294,275.0,1.0
74,0.5034458637237549,176.0,1.0
75,0.5043160915374756,1500.0,1.0
76,0.5062155723571777,1500.0,1.0
77,0.506289005279541,1271.0,1.0
78,0.5410120487213135,40.0,-1.0
79,0.5424630641937256,514.0,1.0
80,0.5471510887145996,40.0,-1.0
81,0.5595376491546631,158.0,1.0
82,0.588021993637085,158.0,1.0
83,0.5944244861602783,40.0,-1.0
84,0.6088132858276367,158.0,1.0
85,0.6225252151489258,158.0,1.0
86,0.6369595527648926,158.0,1.0
87,0.6439244747161865,40.0,-1.0
88,0.6719145774841309,158.0,1.0
89,0.6856963634490967,158.0,1.0
90,0.6904275417327881,40.0,-1.0
91,0.7001266479492188,158.0,1.0
92,0.7116360664367676,131.0,-1.0
93,0.7119908332824707,78.0,-1.0
94,0.7157843112945557,40.0,1.0
95,0.7219185829162598,158.0,1.0
96,0.7389078140258789,40.0,-1.0
97,0.7696852684020996,158.0,1.0
98,0.7698485851287842,158.0,1.0
99,0.7833497524261475,158.0,1.0
100,0.7973480224609375,158.0,1.0
101,0.805945634841919,40.0,-1.0
102,0.8185935020446777,40.0,-1.0
103,0.8325402736663818,158.0,1.0
104,0.8464522361755371,158.0,1.0
105,0.8594241142272949,158.0,1.0
106,0.8681430816650391,40.0,-1.0
107,0.8811888694763184,158.0,1.0
108,0.9040040969848633,40.0,-1.0
109,0.9085218906402588,158.0,1.0
110,0.9293496608734131,158.0,1.0
111,0.9437224864959717,158.0,1.0
112,0.9450135231018066,40.0,-1.0
113,0.9577198028564453,158.0,1.0
114,0.978813886642456,40.0,-1.0
115,0.9923596382141113,158.0,1.0
116,0.9931049346923828,82.0,-1.0
117,1.0067462921142578,158.0,1.0
118,1.0207312107086182,158.0,1.0
119,1.0344946384429932,158.0,1.0
120,1.042039394378662,40.0,-1.0
121,1.0701634883880615,158.0,1.0
122,1.0706651210784912,40.0,-1.0
123,1.0834252834320068,158.0,1.0
124,1.104322910308838,158.0,1.0
125,1.1187160015106201,158.0,1.0
126,1.1193130016326904,40.0,-1.0
127,1.146359920501709,158.0,1.0
128,1.1544139385223389,40.0,-1.0
129,1.1679012775421143,158.0,1.0
130,1.181974172592163,158.0,1.0
131,1.195647954940796,158.0,1.0
132,1.204721212387085,40.0,-1.0
133,1.2315192222595215,40.0,-1.0
134,1.231806993484497,158.0,1.0
135,1.2449259757995605,158.0,1.0
136,1.2589318752288818,158.0,1.0
137,1.2795405387878418,158.0,1.0
138,1.2806289196014404,40.0,-1.0
139,1.3078594207763672,158.0,1.0
140,1.3156354427337646,40.0,-1.0
141,1.3286666870117188,158.0,1.0
142,1.3424973487854004,158.0,1.0
143,1.3633222579956055,158.0,1.0
144,1.3638207912445068,40.0,-1.0
145,1.3932137489318848,158.0,1.0
146,1.3989348411560059,40.0,-1.0
147,1.4058642387390137,158.0,1.0
148,1.42014479637146,158.0,1.0
149,1.4409098625183105,40.0,-1.0
150,1.4669160842895508,158.0,1.0
151,1.4684913158416748,158.0,1.0
152,1.4829833507537842,158.0,1.0
153,1.5010406970977783,40.0,-1.0
154,1.5038070678710938,158.0,1.0
155,1.5104761123657227,40.0,-1.0
156,1.5158717632293701,40.0,-1.0
157,1.517519474029541,158.0,1.0
158,1.520388126373291,40.0,-1.0
159,1.5390856266021729,40.0,-1.0
160,1.5534944534301758,158.0,1.0
161,1.553924560546875,40.0,-1.0
162,1.5670685768127441,158.0,1.0
163,1.5809295177459717,158.0,1.0
164,1.5885865688323975,40.0,-1.0
165,1.5949480533599854,158.0,1.0
166,1.6016325950622559,40.0,-1.0
167,1.6156113147735596,40.0,-1.0
168,1.629647970199585,158.0,1.0
169,1.6301054954528809,40.0,-1.0
170,1.6434705257415771,158.0,1.0
171,1.6653385162353516,40.0,-1.0
172,1.666161298751831,158.0,1.0
173,1.6777069568634033,158.0,1.0
174,1.6783828735351562,40.0,-1.0
175,1.700963020324707,40.0,-1.0
176,1.7125582695007324,158.0,1.0
177,1.7137906551361084,40.0,-1.0
178,1.726740837097168,158.0,1.0
179,1.7435064315795898,158.0,1.0
180,1.7480199337005615,40.0,-1.0
181,1.7552647590637207,158.0,1.0
182,1.7629194259643555,40.0,-1.0
183,1.7796742916107178,40.0,-1.0
184,1.7909021377563477,40.0,-1.0
185,1.7919292449951172,158.0,1.0
186,1.8059141635894775,158.0,1.0
187,1.824737787246704,158.0,1.0
188,1.8274304866790771,40.0,-1.0
189,1.838923454284668,158.0,1.0
190,1.8410654067993164,40.0,-1.0
191,1.859985589981079,40.0,-1.0
192,1.8664724826812744,158.0,1.0
193,1.8750381469726562,40.0,-1.0
194,1.8875062465667725,158.0,1.0
195,1.9015834331512451,40.0,-1.0
196,1.901944637298584,158.0,1.0
197,1.9154810905456543,158.0,1.0
198,1.9231572151184082,40.0,-1.0
199,1.9462950229644775,40.0,-1.0
200,1.9504847526550293,158.0,1.0
201,1.9518799781799316,40.0,-1.0
202,1.9648101329803467,158.0,1.0
203,1.9788427352905273,158.0,1.0
204,1.9853148460388184,40.0,-1.0
205,1.9995057582855225,158.0,1.0
206,1.9999003410339355,40.0,-1.0
207,2.0162928104400635,40.0,-1.0
208,2.0278379917144775,158.0,1.0
209,2.035215377807617,40.0,-1.0
210,2.048938035964966,158.0,1.0
211,2.0627946853637695,158.0,1.0
212,2.0643088817596436,40.0,-1.0
213,2.07666277885437,158.0,1.0
214,2.0863494873046875,40.0,-1.0
215,2.099868059158325,40.0,-1.0
216,2.1114399433135986,158.0,1.0
217,2.112018585205078,40.0,-1.0
218,2.126006603240967,158.0,1.0
219,2.1482832431793213,40.0,-1.0
220,2.1630773544311523,40.0,-1.0
221,2.1667869091033936,158.0,1.0
222,2.166929006576538,158.0,1.0
223,2.189758777618408,158.0,1.0
224,2.2053563594818115,40.0,-1.0
225,2.209217071533203,158.0,1.0
226,2.2227895259857178,158.0,1.0
227,2.2273898124694824,40.0,-1.0
228,2.236487865447998,158.0,1.0
229,2.2441275119781494,40.0,-1.0
230,2.2571945190429688,40.0,-1.0
231,2.272123098373413,40.0,-1.0
232,2.27298641204834,158.0,1.0
233,2.2854907512664795,158.0,1.0
234,2.300044298171997,158.0,1.0
235,2.3103737831115723,40.0,-1.0
236,2.320047378540039,158.0,1.0
237,2.329416513442993,40.0,-1.0
238,2.335118055343628,40.0,-1.0
239,2.347519636154175,158.0,1.0
240,2.3549602031707764,40.0,-1.0
241,2.369253158569336,158.0,1.0
242,2.3838999271392822,40.0,-1.0
243,2.384136438369751,158.0,1.0
244,2.397092342376709,158.0,1.0
245,2.4057557582855225,40.0,-1.0
246,2.4198286533355713,40.0,-1.0
247,2.4319069385528564,158.0,1.0
248,2.432589530944824,40.0,-1.0
249,2.446218729019165,158.0,1.0
250,2.459362030029297,158.0,1.0
251,2.467155694961548,40.0,-1.0
252,2.4788718223571777,158.0,1.0
253,2.4825451374053955,40.0,-1.0
254,2.494861602783203,40.0,-1.0
255,2.5122241973876953,158.0,1.0
256,2.513789653778076,40.0,-1.0
257,2.5279018878936768,158.0,1.0
258,2.5427374839782715,158.0,1.0
259,2.5469863414764404,40.0,-1.0
260,2.5561461448669434,158.0,1.0
261,2.562858819961548,40.0,-1.0
262,2.578512191772461,40.0,-1.0
263,2.5904979705810547,158.0,1.0
264,2.5917906761169434,40.0,-1.0
265,2.604505777359009,158.0,1.0
266,2.6192727088928223,158.0,1.0
267,2.625345230102539,40.0,-1.0
268,2.639749050140381,158.0,1.0
269,2.639986038208008,40.0,-1.0
270,2.6538355350494385,40.0,-1.0
271,2.6679062843322754,158.0,1.0
272,2.6748743057250977,40.0,-1.0
273,2.6909708976745605,158.0,1.0
274,2.7029457092285156,158.0,1.0
275,2.704486846923828,40.0,-1.0
276,2.717215061187744,158.0,1.0
277,2.728060483932495,40.0,-1.0
278,2.7301747798919678,420.0,-1.0
279,2.7380707263946533,122.0,1.0
280,2.7383058071136475,78.0,1.0
281,2.749166488647461,696.0,-1.0
282,2.7574517726898193,60.0,1.0
283,2.7733261585235596,40.0,-1.0
284,2.7869646549224854,40.0,1.0
285,2.798659563064575,52.0,-1.0
286,2.8040504455566406,40.0,1.0
287,2.804312229156494,298.0,1.0
288,2.844149351119995,40.0,-1.0
289,2.8483195304870605,40.0,-1.0
290,2.849224805831909,177.0,-1.0
291,2.867995023727417,40.0,1.0
292,2.868337631225586,91.0,1.0
293,2.9593539237976074,40.0,-1.0
294,2.9607954025268555,794.0,1.0
295,2.999239444732666,40.0,-1.0
296,3.0064775943756104,403.0,-1.0
297,3.008582592010498,71.0,1.0
298,3.0088138580322266,40.0,1.0
299,3.0480706691741943,40.0,-1.0
300,3.0517098903656006,40.0,-1.0
301,3.0526416301727295,40.0,1.0
302,3.3002712726593018,273.0,1.0
303,3.3013951778411865,1500.0,1.0
304,3.3016247749328613,1500.0,1.0
305,3.301722526550293,1403.0,1.0
306,3.3017852306365967,122.0,1.0
307,3.302250385284424,78.0,1.0
308,3.304145336151123,1500.0,-1.0
309,3.30442214012146,1500.0,-1.0
310,3.3050777912139893,1500.0,-1.0
311,3.305079698562622,1500.0,-1.0
312,3.3050808906555176,1500.0,-1.0
313,3.305082082748413,1500.0,-1.0
314,3.3050835132598877,1500.0,-1.0
315,3.305283784866333,1500.0,-1.0
316,3.305473566055298,1500.0,-1.0
317,3.3057920932769775,1500.0,-1.0
318,3.3083510398864746,40.0,1.0
319,3.3119375705718994,40.0,1.0
320,3.312112331390381,40.0,1.0
321,3.3122684955596924,40.0,1.0
322,3.312368869781494,40.0,1.0
323,3.312453269958496,40.0,1.0
324,3.312534809112549,40.0,1.0
325,3.312659978866577,40.0,1.0
326,3.3127546310424805,40.0,1.0
327,3.3128325939178467,40.0,1.0
328,3.34393572807312,40.0,-1.0
329,3.3442108631134033,40.0,-1.0
330,3.346393346786499,1500.0,-1.0
331,3.3472578525543213,1500.0,-1.0
332,3.3499209880828857,40.0,1.0
333,3.350668430328369,40.0,1.0
334,3.3521618843078613,1500.0,-1.0
335,3.352337121963501,1500.0,-1.0
336,3.352451801300049,1500.0,-1.0
337,3.352625608444214,1500.0,-1.0
338,3.3527088165283203,1500.0,-1.0
339,3.352821111679077,1500.0,-1.0
340,3.352938652038574,1500.0,-1.0
341,3.353050947189331,1500.0,-1.0
342,3.353182315826416,1500.0,-1.0
343,3.353299379348755,1500.0,-1.0
344,3.35343074798584,1500.0,-1.0
345,3.3535423278808594,1500.0,-1.0
346,3.3536744117736816,1500.0,-1.0
347,3.353787660598755,1500.0,-1.0
348,3.353858470916748,1500.0,-1.0
349,3.3540329933166504,763.0,-1.0
350,3.368950128555298,40.0,1.0
351,3.369126558303833,40.0,1.0
352,3.369278907775879,40.0,1.0
353,3.3694300651550293,40.0,1.0
354,3.369514226913452,40.0,1.0
355,3.3697454929351807,40.0,1.0
356,3.369828462600708,40.0,1.0
357,3.3699076175689697,40.0,1.0
358,3.3699870109558105,40.0,1.0
359,3.370061159133911,40.0,1.0
360,3.370143413543701,82.0,1.0
361,3.3784520626068115,60.0,1.0
362,3.419114351272583,52.0,-1.0
363,3.4248359203338623,40.0,1.0
364,3.4289801120758057,298.0,1.0
365,3.446887254714966,131.0,-1.0
366,3.4468915462493896,78.0,-1.0
367,3.4593865871429443,40.0,1.0
368,3.464061975479126,624.0,1.0
369,3.4653921127319336,176.0,1.0
370,3.465635299682617,40.0,-1.0
371,3.47023606300354,40.0,-1.0
372,3.4709229469299316,177.0,-1.0
373,3.472080945968628,1500.0,1.0
374,3.473623514175415,1500.0,1.0
