,time,size,direction
0,0.0,176.0,1.0
1,0.0061185359954833984,1500.0,1.0
2,0.007501125335693359,1500.0,1.0
3,0.007553577423095703,1500.0,1.0
4,0.00761866569519043,765.0,1.0
5,0.007676124572753906,166.0,1.0
6,0.007764339447021484,1500.0,1.0
7,0.007811069488525391,130.0,1.0
8,0.008250713348388672,274.0,1.0
9,0.019823789596557617,65.0,1.0
10,0.0488896369934082,113.0,-1.0
11,0.05156135559082031,60.0,1.0
12,0.07385921478271484,40.0,-1.0
13,0.07475733757019043,40.0,-1.0
14,0.07542896270751953,1500.0,1.0
15,0.07629036903381348,1500.0,1.0
16,0.08474349975585938,40.0,-1.0
17,0.08572649955749512,40.0,-1.0
18,0.08572816848754883,40.0,-1.0
19,0.08573007583618164,40.0,-1.0
20,0.08573174476623535,40.0,-1.0
21,0.08573246002197266,40.0,-1.0
22,0.08644270896911621,1500.0,1.0
23,0.08719658851623535,900.0,1.0
24,0.09525346755981445,52.0,-1.0
25,0.09950041770935059,40.0,1.0
26,0.10107088088989258,298.0,1.0
27,0.10343146324157715,1500.0,1.0
28,0.10375761985778809,1500.0,1.0
29,0.10429501533508301,1500.0,1.0
30,0.10431766510009766,1458.0,1.0
31,0.11361932754516602,158.0,1.0
32,0.12766647338867188,158.0,1.0
33,0.15070104598999023,40.0,-1.0
34,0.15070319175720215,40.0,-1.0
35,0.15176081657409668,40.0,-1.0
36,0.1517622470855713,177.0,-1.0
37,0.15313148498535156,40.0,1.0
38,0.15360355377197266,91.0,1.0
39,0.1599273681640625,40.0,-1.0
40,0.1676774024963379,158.0,1.0
41,0.1767268180847168,158.0,1.0
42,0.17807340621948242,40.0,-1.0
43,0.17807483673095703,40.0,-1.0
44,0.17847943305969238,82.0,-1.0
45,0.19498634338378906,40.0,-1.0
46,0.19763541221618652,158.0,1.0
47,0.2115628719329834,158.0,1.0
48,0.22025346755981445,132.0,-1.0
49,0.22025561332702637,78.0,-1.0
50,0.22524237632751465,40.0,1.0
51,0.23950958251953125,158.0,1.0
52,0.24208617210388184,40.0,-1.0
53,0.24576234817504883,40.0,-1.0
54,0.2772483825683594,158.0,1.0
55,0.27741193771362305,158.0,1.0
56,0.2785344123840332,752.0,1.0
57,0.2812671661376953,40.0,-1.0
58,0.28853821754455566,158.0,1.0
59,0.3259308338165283,158.0,1.0
60,0.33040714263916016,40.0,-1.0
61,0.3370084762573242,158.0,1.0
62,0.3386812210083008,403.0,-1.0
63,0.34055209159851074,71.0,1.0
64,0.3407762050628662,40.0,1.0
65,0.34885096549987793,40.0,-1.0
66,0.35143423080444336,158.0,1.0
67,0.36098527908325195,40.0,-1.0
68,0.3719959259033203,158.0,1.0
69,0.39539647102355957,40.0,-1.0
70,0.3966522216796875,40.0,1.0
71,0.4020216464996338,158.0,1.0
72,0.4055924415588379,40.0,-1.0
73,0.42110300064086914,158.0,1.0
74,0.434830904006958,158.0,1.0
75,0.44630980491638184,40.0,-1.0
76,0.448991060256958,158.0,1.0
77,0.48752570152282715,158.0,1.0
78,0.4889366626739502,40.0,-1.0
79,0.49782609939575195,158.0,1.0
80,0.5081374645233154,273.0,1.0
81,0.5086948871612549,176.0,1.0
82,0.5104045867919922,1500.0,1.0
83,0.512066125869751,1500.0,1.0
84,0.5121550559997559,1500.0,1.0
85,0.5122148990631104,390.0,1.0
86,0.5176403522491455,40.0,-1.0
87,0.5201961994171143,278.0,1.0
88,0.5341265201568604,158.0,1.0
89,0.5630488395690918,40.0,-1.0
90,0.5643634796142578,158.0,1.0
91,0.5731210708618164,40.0,-1.0
92,0.5748696327209473,158.0,1.0
93,0.5815701484680176,40.0,-1.0
94,0.5963594913482666,158.0,1.0
95,0.6007370948791504,40.0,-1.0
96,0.6114380359649658,158.0,1.0
97,0.6442379951477051,40.0,-1.0
98,0.6452293395996094,158.0,1.0
99,0.6593129634857178,158.0,1.0
100,0.6730542182922363,158.0,1.0
101,0.6769583225250244,132.0,-1.0
102,0.676959753036499,78.0,-1.0
103,0.6783802509307861,40.0,1.0
104,0.6926026344299316,158.0,1.0
105,0.7127511501312256,40.0,-1.0
106,0.7243654727935791,158.0,1.0
107,0.736299991607666,158.0,1.0
108,0.739619255065918,40.0,-1.0
109,0.7572414875030518,158.0,1.0
110,0.7715225219726562,158.0,1.0
111,0.7903091907501221,40.0,-1.0
112,0.7989883422851562,158.0,1.0
113,0.8209841251373291,158.0,1.0
114,0.8256454467773438,40.0,-1.0
115,0.8345146179199219,158.0,1.0
116,0.8481926918029785,158.0,1.0
117,0.8691635131835938,40.0,-1.0
118,0.8832700252532959,158.0,1.0
119,0.8970935344696045,158.0,1.0
120,0.9011809825897217,40.0,-1.0
121,0.9110615253448486,158.0,1.0
122,0.9319462776184082,158.0,1.0
123,0.9529299736022949,40.0,-1.0
124,0.9772391319274902,158.0,1.0
125,0.9786937236785889,40.0,-1.0
126,0.981339693069458,158.0,1.0
127,0.9950597286224365,158.0,1.0
128,1.0093247890472412,158.0,1.0
129,1.0360908508300781,40.0,-1.0
130,1.0414760112762451,40.0,-1.0
131,1.0435361862182617,158.0,1.0
132,1.047081470489502,40.0,-1.0
133,1.0574007034301758,158.0,1.0
134,1.0593748092651367,40.0,-1.0
135,1.0725696086883545,158.0,1.0
136,1.0741875171661377,40.0,-1.0
137,1.0922777652740479,158.0,1.0
138,1.1099746227264404,40.0,-1.0
139,1.1212234497070312,40.0,-1.0
140,1.1225123405456543,158.0,1.0
141,1.1360936164855957,40.0,-1.0
142,1.1411771774291992,158.0,1.0
143,1.15478515625,158.0,1.0
144,1.157874345779419,40.0,-1.0
145,1.1688835620880127,158.0,1.0
146,1.1830556392669678,40.0,-1.0
147,1.200425624847412,40.0,-1.0
148,1.2041387557983398,158.0,1.0
149,1.2141625881195068,40.0,-1.0
150,1.217761754989624,158.0,1.0
151,1.2263221740722656,40.0,-1.0
152,1.2352426052093506,158.0,1.0
153,1.2564635276794434,158.0,1.0
154,1.2635226249694824,40.0,-1.0
155,1.2789573669433594,40.0,-1.0
156,1.2810828685760498,158.0,1.0
157,1.2929394245147705,40.0,-1.0
158,1.2970421314239502,158.0,1.0
159,1.3162293434143066,158.0,1.0
160,1.3176651000976562,40.0,-1.0
161,1.329981803894043,158.0,1.0
162,1.3496930599212646,40.0,-1.0
163,1.3596410751342773,40.0,-1.0
164,1.3651707172393799,158.0,1.0
165,1.3788414001464844,158.0,1.0
166,1.3802599906921387,40.0,-1.0
167,1.391589879989624,40.0,-1.0
168,1.393205165863037,158.0,1.0
169,1.407060146331787,158.0,1.0
170,1.430783748626709,40.0,-1.0
171,1.4422457218170166,158.0,1.0
172,1.445829153060913,40.0,-1.0
173,1.4561436176300049,158.0,1.0
174,1.4581282138824463,40.0,-1.0
175,1.4732239246368408,40.0,-1.0
176,1.477280855178833,158.0,1.0
177,1.4915695190429688,158.0,1.0
178,1.518181562423706,40.0,-1.0
179,1.5190787315368652,158.0,1.0
180,1.5255894660949707,40.0,-1.0
181,1.5401968955993652,158.0,1.0
182,1.551905870437622,40.0,-1.0
183,1.5544226169586182,158.0,1.0
184,1.5612175464630127,40.0,-1.0
185,1.5687613487243652,158.0,1.0
186,1.5862598419189453,40.0,-1.0
187,1.604482889175415,158.0,1.0
188,1.6085448265075684,40.0,-1.0
189,1.6174767017364502,158.0,1.0
190,1.6212999820709229,40.0,-1.0
191,1.6312291622161865,158.0,1.0
192,1.6354799270629883,40.0,-1.0
193,1.6749687194824219,158.0,1.0
194,1.675105094909668,40.0,-1.0
195,1.6801385879516602,158.0,1.0
196,1.690699577331543,40.0,-1.0
197,1.7008659839630127,40.0,-1.0
198,1.7011620998382568,158.0,1.0
199,1.7149419784545898,158.0,1.0
200,1.7292025089263916,158.0,1.0
201,1.7469627857208252,40.0,-1.0
202,1.755234718322754,40.0,-1.0
203,1.763967752456665,158.0,1.0
204,1.7690832614898682,40.0,-1.0
205,1.777735948562622,158.0,1.0
206,1.7834563255310059,40.0,-1.0
207,1.7925701141357422,158.0,1.0
208,1.7949745655059814,40.0,-1.0
209,1.8130824565887451,158.0,1.0
210,1.8321683406829834,40.0,-1.0
211,1.8412599563598633,158.0,1.0
212,1.8437902927398682,40.0,-1.0
213,1.8550760746002197,158.0,1.0
214,1.8622570037841797,40.0,-1.0
215,1.8758714199066162,158.0,1.0
216,1.8791131973266602,40.0,-1.0
217,1.8902242183685303,158.0,1.0
218,1.9138193130493164,40.0,-1.0
219,1.9197783470153809,40.0,-1.0
220,1.9252331256866455,158.0,1.0
221,1.9388227462768555,158.0,1.0
222,1.942154884338379,40.0,-1.0
223,1.9530880451202393,158.0,1.0
224,1.9591574668884277,40.0,-1.0
225,1.9672584533691406,158.0,1.0
226,1.9934709072113037,40.0,-1.0
227,2.0019314289093018,158.0,1.0
228,2.01208758354187,40.0,-1.0
229,2.016122579574585,158.0,1.0
230,2.032325267791748,40.0,-1.0
231,2.0373659133911133,158.0,1.0
232,2.0435450077056885,40.0,-1.0
233,2.0532901287078857,158.0,1.0
234,2.0800061225891113,40.0,-1.0
235,2.086228370666504,158.0,1.0
236,2.096062183380127,40.0,-1.0
237,2.09932804107666,158.0,1.0
238,2.113440990447998,158.0,1.0
239,2.12131404876709,40.0,-1.0
240,2.127483606338501,158.0,1.0
241,2.130207061767578,40.0,-1.0
242,2.1619839668273926,158.0,1.0
243,2.164048433303833,40.0,-1.0
244,2.175854206085205,158.0,1.0
245,2.1804141998291016,40.0,-1.0
246,2.1940643787384033,40.0,-1.0
247,2.1970982551574707,158.0,1.0
248,2.2119007110595703,158.0,1.0
249,2.2141926288604736,40.0,-1.0
250,2.238863468170166,158.0,1.0
251,2.2449495792388916,40.0,-1.0
252,2.260586977005005,40.0,-1.0
253,2.2619616985321045,158.0,1.0
254,2.2753214836120605,158.0,1.0
255,2.279487371444702,40.0,-1.0
256,2.2886061668395996,158.0,1.0
257,2.2943365573883057,40.0,-1.0
258,2.320844888687134,40.0,-1.0
259,2.3232860565185547,158.0,1.0
260,2.337367296218872,158.0,1.0
261,2.3460934162139893,40.0,-1.0
262,2.3618686199188232,40.0,-1.0
263,2.3723256587982178,158.0,1.0
264,2.372565746307373,158.0,1.0
265,2.372870445251465,40.0,-1.0
266,2.4008584022521973,158.0,1.0
267,2.4038336277008057,40.0,-1.0
268,2.4173905849456787,40.0,-1.0
269,2.421337366104126,158.0,1.0
270,2.43476939201355,158.0,1.0
271,2.4485421180725098,158.0,1.0
272,2.451931953430176,40.0,-1.0
273,2.457634210586548,40.0,-1.0
274,2.478107452392578,40.0,-1.0
275,2.483370542526245,158.0,1.0
276,2.4964258670806885,40.0,-1.0
277,2.4971327781677246,158.0,1.0
278,2.50932240486145,40.0,-1.0
279,2.5119550228118896,158.0,1.0
280,2.522129535675049,40.0,-1.0
281,2.532472848892212,158.0,1.0
282,2.5563113689422607,40.0,-1.0
283,2.5604844093322754,158.0,1.0
284,2.576355457305908,40.0,-1.0
285,2.581298828125,158.0,1.0
286,2.5844106674194336,40.0,-1.0
287,2.595400333404541,158.0,1.0
288,2.6054515838623047,40.0,-1.0
289,2.609009027481079,158.0,1.0
290,2.6348137855529785,40.0,-1.0
291,2.6453030109405518,158.0,1.0
292,2.6546289920806885,40.0,-1.0
293,2.6591198444366455,158.0,1.0
294,2.667487859725952,40.0,-1.0
295,2.6734302043914795,158.0,1.0
296,2.681474447250366,40.0,-1.0
297,2.695101737976074,158.0,1.0
298,2.720303773880005,40.0,-1.0
299,2.721436023712158,158.0,1.0
300,2.7324492931365967,40.0,-1.0
301,2.734896659851074,158.0,1.0
302,2.7467522621154785,40.0,-1.0
303,2.7565839290618896,158.0,1.0
304,2.7701194286346436,158.0,1.0
305,2.770250082015991,40.0,-1.0
306,2.7954442501068115,40.0,-1.0
307,2.8054757118225098,158.0,1.0
308,2.8107008934020996,40.0,-1.0
309,2.8188514709472656,158.0,1.0
310,2.828456401824951,40.0,-1.0
311,2.8333466053009033,158.0,1.0
312,2.8430511951446533,40.0,-1.0
313,2.847107172012329,158.0,1.0
314,2.872641086578369,40.0,-1.0
315,2.883744478225708,158.0,1.0
316,2.8872721195220947,40.0,-1.0
317,2.8970561027526855,158.0,1.0
318,2.9005424976348877,40.0,-1.0
319,2.9154186248779297,40.0,-1.0
320,2.9181175231933594,158.0,1.0
321,2.9327754974365234,158.0,1.0
322,2.9481186866760254,40.0,-1.0
323,2.958911418914795,158.0,1.0
324,2.9649510383605957,40.0,-1.0
325,2.9716384410858154,420.0,-1.0
326,2.9855992794036865,122.0,1.0
327,2.985771417617798,78.0,1.0
328,2.9896340370178223,702.0,-1.0
329,2.9982948303222656,60.0,1.0
330,3.0233826637268066,40.0,-1.0
331,3.029625177383423,40.0,1.0
332,3.050416946411133,40.0,-1.0
333,3.0647060871124268,52.0,-1.0
334,3.0804808139801025,40.0,1.0
335,3.0818393230438232,298.0,1.0
336,3.149250030517578,40.0,-1.0
337,3.1498167514801025,40.0,-1.0
338,3.149818181991577,177.0,-1.0
339,3.1540651321411133,40.0,1.0
340,3.1561076641082764,91.0,1.0
341,3.1741890907287598,446.0,-1.0
342,3.175619125366211,40.0,1.0
343,3.186323881149292,60.0,1.0
344,3.2426748275756836,52.0,-1.0
345,3.244197368621826,40.0,1.0
346,3.2453882694244385,298.0,1.0
347,3.2641611099243164,40.0,-1.0
348,3.265577793121338,796.0,1.0
